user,rating_mean,rating_std,rating_median,rating_min,rating_max,rating_count,rating_range,rating_entropy,prop_rating_0,prop_rating_1,prop_rating_2,prop_rating_3,prop_rating_4,prop_rating_5,prop_extreme,prop_zero,prop_five,unique_items_rated,item_coverage_ratio,avg_item_popularity,std_item_popularity,mean_deviation,std_deviation,abs_mean_deviation,avg_item_avg_rating,std_item_avg_rating,label
112,3.4049079754601226,0.6906611326266916,3.0,1,5,163,4,1.006187467827076,0.0,0.012269938650306749,0.06748466257668712,0.43558282208588955,0.4723926380368098,0.012269938650306749,0.012269938650306749,0.0,0.012269938650306749,163,0.163,288.06134969325154,136.30601434388447,0.07426670050902683,0.6326927585798726,0.4933956104449166,3.3306412749510956,0.3678264352932142,0
115,2.435185185185185,1.6926070592357612,2.0,0,5,108,5,1.7824053473429837,0.18518518518518517,0.1388888888888889,0.19444444444444445,0.1574074074074074,0.18518518518518517,0.1388888888888889,0.32407407407407407,0.18518518518518517,0.1388888888888889,108,0.108,277.25,143.72982995429857,-1.047967117512683,1.6924144255171356,1.6465384836877337,3.483152302697868,0.3353572746128947,1
116,3.16,1.4429699103453828,4.0,0,5,75,5,1.4088131112702587,0.12,0.04,0.04,0.24,0.48,0.08,0.2,0.12,0.08,75,0.075,272.02666666666664,153.754276875987,-0.1328558358063425,1.558359166620784,1.1366934991349407,3.2928558358063422,0.3937335697317898,0
117,2.763888888888889,0.999902186139542,3.0,0,5,72,5,1.334821802926653,0.041666666666666664,0.05555555555555555,0.20833333333333334,0.5,0.18055555555555555,0.013888888888888888,0.05555555555555555,0.041666666666666664,0.013888888888888888,72,0.072,297.34722222222223,146.40635710455328,-0.5456198002198127,0.9934976893747585,0.8398490083054229,3.3095086891087018,0.418679750553218,0
118,3.669724770642202,0.8846589926463538,4.0,1,5,436,4,1.2739906527369538,0.0,0.011467889908256881,0.0779816513761468,0.3073394495412844,0.43577981651376146,0.16743119266055045,0.16743119266055045,0.0,0.16743119266055045,436,0.436,202.80733944954127,136.7661131023877,0.374495361737284,0.8200356422795734,0.7335824730906054,3.295229408904918,0.38867488080567575,0
119,3.5618729096989967,0.7226102739062934,4.0,2,5,299,3,1.0886917892410128,0.0,0.0,0.06020066889632107,0.39464882943143814,0.4682274247491639,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,299,0.299,252.57190635451505,133.25689480648916,0.2637772868064334,0.7427032348658311,0.6420212573636916,3.2980956228925633,0.4004041310049262,0
120,4.2592592592592595,0.8482007099999648,5.0,3,5,81,2,1.0247727743980646,0.0,0.0,0.0,0.25925925925925924,0.2222222222222222,0.5185185185185185,0.5185185185185185,0.0,0.5185185185185185,81,0.081,342.74074074074076,138.8845543768076,0.7098345613567385,0.8425612003388875,0.9468786221309685,3.5494246979025204,0.25562572710557224,0
123,3.606896551724138,0.8358009442390005,4.0,1,5,145,4,1.216363827344799,0.0,0.013793103448275862,0.05517241379310345,0.3724137931034483,0.42758620689655175,0.1310344827586207,0.1310344827586207,0.0,0.1310344827586207,145,0.145,311.0551724137931,133.8580186506887,0.15987223075847237,0.8303109969231137,0.6986665258741934,3.4470243209656655,0.35354468568338354,0
124,3.0892448512585813,1.2148917824733874,3.0,0,5,437,5,1.5670301585499178,0.029748283752860413,0.07322654462242563,0.16704805491990846,0.3684210526315789,0.2311212814645309,0.13043478260869565,0.16018306636155605,0.029748283752860413,0.13043478260869565,437,0.437,215.92906178489702,129.78133339395242,-0.14147117296159548,1.141004635700384,0.8796941382075865,3.2307160242201767,0.43250518162468204,0
125,3.6164383561643834,0.7570068432521554,4.0,2,5,73,3,1.094623845119258,0.0,0.0,0.0273972602739726,0.4657534246575342,0.3698630136986301,0.136986301369863,0.136986301369863,0.0,0.136986301369863,73,0.073,287.5342465753425,149.74098768946376,0.3364552184732806,0.7300896668198585,0.6406658839857825,3.279983137691103,0.4222039029321586,0
126,4.333333333333333,0.7844645405527364,5.0,3,5,27,2,1.013261884144225,0.0,0.0,0.0,0.18518518518518517,0.2962962962962963,0.5185185185185185,0.5185185185185185,0.0,0.5185185185185185,27,0.027,358.5925925925926,126.42670703103934,1.009473186843763,0.6626571816114943,1.0671377152341253,3.3238601464895705,0.4054014193879162,0
127,2.8944099378881987,1.1579468588845605,3.0,0,5,322,5,1.5281173607174,0.003105590062111801,0.10248447204968944,0.2981366459627329,0.2919254658385093,0.20186335403726707,0.10248447204968944,0.10559006211180125,0.003105590062111801,0.10248447204968944,322,0.322,223.7391304347826,138.3630837688302,-0.4588301979378158,1.0362235279717609,0.9372963778896929,3.3532401358260144,0.4054746504681877,0
129,3.5058823529411764,0.9209664878314973,3.0,2,5,85,3,1.298317093512631,0.0,0.0,0.1411764705882353,0.36470588235294116,0.3411764705882353,0.15294117647058825,0.15294117647058825,0.0,0.15294117647058825,85,0.085,321.0352941176471,139.30203969542342,-0.0026388844837863523,0.8517199916263327,0.7118704062735378,3.508521237424963,0.3199130085176205,0
130,2.6865203761755487,0.8266594795854917,3.0,0,5,638,5,1.2074291986241348,0.012539184952978056,0.050156739811912224,0.30877742946708464,0.5078369905956113,0.10815047021943573,0.012539184952978056,0.025078369905956112,0.012539184952978056,0.012539184952978056,638,0.638,190.39811912225704,123.83802707945104,-0.4577254732218469,0.614461336338014,0.6111225064336278,3.1442458493973957,0.4615958751622681,0
131,3.5220125786163523,0.6544538547079104,4.0,1,5,159,4,0.9728957690142539,0.0,0.006289308176100629,0.03773584905660377,0.41509433962264153,0.5094339622641509,0.031446540880503145,0.031446540880503145,0.0,0.031446540880503145,159,0.159,213.40251572327045,136.99649443435388,0.2815448953573639,0.5381240525236121,0.49974932522334037,3.2404676832589883,0.40331159158431024,0
132,4.0,0.587220219514703,4.0,2,5,59,3,0.8507829319173358,0.0,0.0,0.01694915254237288,0.11864406779661017,0.711864406779661,0.15254237288135594,0.15254237288135594,0.0,0.15254237288135594,59,0.059,297.6271186440678,170.1003657383289,0.4820712569579499,0.49663786389750986,0.5618968042817285,3.51792874304205,0.35247722722910974,0
134,4.087719298245614,0.6347300256910686,4.0,3,5,57,2,0.9444884319119347,0.0,0.0,0.0,0.15789473684210525,0.5964912280701754,0.24561403508771928,0.24561403508771928,0.0,0.24561403508771928,57,0.057,333.2631578947368,154.91178668563393,0.49663132490260753,0.5999569142377661,0.6236094288888667,3.5910879733430066,0.28017159470221814,0
137,3.568093385214008,1.1609841692482876,4.0,1,5,257,4,1.481604492163643,0.0,0.0622568093385214,0.12062256809338522,0.245136186770428,0.33073929961089493,0.24124513618677043,0.24124513618677043,0.0,0.24124513618677043,257,0.257,243.70817120622567,139.46237609847708,0.1106232878600293,1.0868758857412681,0.9138180060149065,3.4574700973539785,0.31124055990685523,0
138,4.0,0.5685352436149612,4.0,3,5,100,2,0.8486765553516089,0.0,0.0,0.0,0.16,0.68,0.16,0.16,0.0,0.16,100,0.1,247.73,142.39033384228426,0.607178201188318,0.5695657902891554,0.6736036452092032,3.3928217988116818,0.3238813737744388,0
139,3.138,1.0281391638686668,3.0,1,5,500,4,1.4231116412334883,0.0,0.064,0.202,0.34,0.32,0.074,0.074,0.0,0.074,500,0.5,205.662,127.82374417591704,-0.07423623116778676,0.9457167255393897,0.7749847616546842,3.2122362311677866,0.44821554390586893,0
140,4.25,0.6660795536803282,4.0,2,5,72,3,0.9663887439746237,0.0,0.0,0.013888888888888888,0.08333333333333333,0.5416666666666666,0.3611111111111111,0.3611111111111111,0.0,0.3611111111111111,72,0.072,291.06944444444446,161.71426081765233,0.6967931484859161,0.6093777307464896,0.7891832011194401,3.553206851514084,0.28220311345928173,0
142,4.248484848484848,0.8931040731290856,4.0,0,5,165,5,1.1252248352590415,0.006060606060606061,0.012121212121212121,0.024242424242424242,0.09696969696969697,0.40606060606060607,0.45454545454545453,0.4606060606060606,0.006060606060606061,0.45454545454545453,165,0.165,247.3090909090909,135.25024765235062,0.8342406110802666,0.7644460171164655,0.982387770882477,3.414244237404582,0.3863558048458833,0
143,3.8045977011494254,0.7126609236429878,4.0,2,5,87,3,1.0686822538824368,0.0,0.0,0.022988505747126436,0.2988505747126437,0.5287356321839081,0.14942528735632185,0.14942528735632185,0.0,0.14942528735632185,87,0.087,329.0,134.0507540119144,0.2532461532858307,0.6387761872344482,0.5412096078196262,3.551351547863595,0.3033582718166086,0
144,3.563876651982379,0.8719416552755525,4.0,1,5,227,4,1.2319068156089883,0.0,0.022026431718061675,0.09251101321585903,0.28193832599118945,0.5066079295154186,0.09691629955947137,0.09691629955947137,0.0,0.09691629955947137,227,0.227,236.26872246696036,140.9788568835189,0.28839512556799224,0.7818812398782202,0.6790361555739723,3.275481526414387,0.45980363075459696,0
145,4.086021505376344,1.0596955467049982,4.0,1,5,93,4,1.2654041987514664,0.0,0.043010752688172046,0.043010752688172046,0.12903225806451613,0.3548387096774194,0.43010752688172044,0.43010752688172044,0.0,0.43010752688172044,93,0.093,317.258064516129,139.0093759135166,0.48284010911751807,1.0284362536284717,0.9695072370789192,3.6031813962588264,0.2738507886988616,0
146,2.892857142857143,1.865266945833968,3.0,0,5,56,5,1.6549979757156887,0.17857142857142858,0.08928571428571429,0.10714285714285714,0.23214285714285715,0.07142857142857142,0.32142857142857145,0.5,0.17857142857142858,0.32142857142857145,56,0.056,313.75,131.9133668876523,-0.5831457350766522,1.854964550018895,1.6119037089176371,3.476002877933795,0.2782489283271405,0
148,3.742424242424242,0.8997539161110163,4.0,0,5,66,5,1.1514730033187182,0.015151515151515152,0.0,0.07575757575757576,0.18181818181818182,0.5909090909090909,0.13636363636363635,0.1515151515151515,0.015151515151515152,0.13636363636363635,66,0.066,296.8030303030303,130.9724832752719,0.13845646524437488,0.921783492545143,0.7170081079868683,3.603967777179868,0.263870126404407,0
150,3.5851063829787235,0.8218726907153965,4.0,1,5,94,4,1.1860271654776036,0.0,0.010638297872340425,0.0425531914893617,0.43617021276595747,0.3723404255319149,0.13829787234042554,0.13829787234042554,0.0,0.13829787234042554,94,0.094,262.67021276595744,137.66316913190008,0.34371423314281646,0.6358694349104955,0.5890936863058778,3.241392149835907,0.4194931452135215,0
151,3.223076923076923,1.1564807925315204,4.0,0,5,130,5,1.4583538159989957,0.015384615384615385,0.08461538461538462,0.15384615384615385,0.23076923076923078,0.43846153846153846,0.07692307692307693,0.09230769230769231,0.015384615384615385,0.07692307692307693,130,0.13,273.8,137.80665030475512,-0.0985520930543063,1.033937936149511,0.8212212404420547,3.3216290161312294,0.38114059475753004,0
152,3.338582677165354,1.3756411056098787,4.0,0,5,127,5,1.598609091511637,0.015748031496062992,0.11023622047244094,0.1732283464566929,0.14960629921259844,0.3228346456692913,0.2283464566929134,0.2440944881889764,0.015748031496062992,0.2283464566929134,127,0.127,262.34645669291336,145.1248164459009,-0.11405333925746441,1.2751085558102586,1.0594691515246453,3.452636016422819,0.2950102820940637,0
153,3.1320754716981134,0.9469295915709006,3.0,0,5,106,5,1.2806222726023424,0.018867924528301886,0.018867924528301886,0.19811320754716982,0.3584905660377358,0.3867924528301887,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,106,0.106,291.10377358490564,151.64092482197057,-0.21167406610852715,0.8322335286171583,0.6633099863061434,3.34374953780664,0.4391709369925701,0
155,4.3625,0.6607197839564004,4.0,3,5,80,2,0.9485681690063257,0.0,0.0,0.0,0.1,0.4375,0.4625,0.4625,0.0,0.4625,80,0.08,314.8625,131.13426723897837,0.8077192869257189,0.7162577183113567,0.9062067216631812,3.554780713074281,0.27925224203090954,0
156,4.337349397590361,0.7922575201508172,4.0,1,5,249,4,1.0314154831246323,0.0,0.012048192771084338,0.020080321285140562,0.06827309236947791,0.41767068273092367,0.4819277108433735,0.4819277108433735,0.0,0.4819277108433735,249,0.249,219.30522088353413,140.08236061292845,0.8770784851574982,0.6802695614916876,0.9834915704175367,3.4602709124328634,0.3512362171390033,0
157,3.963235294117647,0.7444420056539898,4.0,1,5,136,4,1.0799887089779252,0.0,0.007352941176470588,0.022058823529411766,0.18382352941176472,0.5735294117647058,0.21323529411764705,0.21323529411764705,0.0,0.21323529411764705,136,0.136,277.3897058823529,137.08473577366325,0.4747744621198246,0.6178299125809255,0.6498245809745287,3.4884608319978225,0.368665495919048,0
158,3.1784037558685445,1.063226293830125,3.0,0,5,426,5,1.4563934818371462,0.004694835680751174,0.06807511737089202,0.1596244131455399,0.3779342723004695,0.29107981220657275,0.09859154929577464,0.10328638497652581,0.004694835680751174,0.09859154929577464,426,0.426,221.57042253521126,129.0638363466968,-0.10178653634347452,0.9078850604398437,0.7116046197843057,3.280190292212019,0.42653014189308724,0
159,3.963235294117647,0.8201904768409918,4.0,1,5,136,4,1.168566948930317,0.0,0.007352941176470588,0.014705882352941176,0.2647058823529412,0.4338235294117647,0.27941176470588236,0.27941176470588236,0.0,0.27941176470588236,136,0.136,245.1691176470588,143.2662145252706,0.5136184128998142,0.6966382634014481,0.6854838958970374,3.4496168812178327,0.46036656351413807,0
161,4.036363636363636,1.0357254813546264,4.0,0,5,55,5,1.1659702322423966,0.01818181818181818,0.0,0.09090909090909091,0.05454545454545454,0.4909090909090909,0.34545454545454546,0.36363636363636365,0.01818181818181818,0.34545454545454546,55,0.055,334.74545454545455,145.08327342928345,0.6234221663134119,1.084052766135687,1.0656513383194202,3.4129414700502245,0.39897856273599924,0
162,3.864864864864865,0.5952308411866394,4.0,0,5,111,5,0.4008453060199429,0.009009009009009009,0.018018018018018018,0.0,0.05405405405405406,0.9099099099099099,0.009009009009009009,0.018018018018018018,0.009009009009009009,0.009009009009009009,111,0.111,302.5045045045045,132.44819734343307,0.5167206773048355,0.686864051555328,0.707340826862117,3.3481441875600297,0.3467172592326408,0
163,3.759259259259259,0.984652036554556,4.0,1,5,108,4,1.344176512901693,0.0,0.009259259259259259,0.1111111111111111,0.24074074074074073,0.3888888888888889,0.25,0.25,0.0,0.25,108,0.108,281.44444444444446,135.03840459851006,0.5385104968175074,0.7918839146784362,0.8035735377201148,3.220748762441752,0.4721021160843345,0
165,3.0828729281767955,0.8543741325223151,3.0,0,5,362,5,1.250898691344779,0.0027624309392265192,0.022099447513812154,0.19337016574585636,0.5027624309392266,0.2292817679558011,0.049723756906077346,0.052486187845303865,0.0027624309392265192,0.049723756906077346,362,0.362,243.05524861878453,127.95041992320802,-0.18857535892181115,0.750646882461851,0.5885139547736851,3.271448287098607,0.4026336491997403,0
167,3.888888888888889,0.8323523637957304,4.0,2,5,18,3,1.175628642063659,0.0,0.0,0.05555555555555555,0.2222222222222222,0.5,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,18,0.018,310.6666666666667,189.03501076286807,0.3070268067140802,0.7638791977032652,0.6658542227660398,3.5818620821748084,0.30764842701945555,0
168,4.598214285714286,0.6218226830563912,5.0,2,5,112,3,0.8126814128230382,0.0,0.0,0.008928571428571428,0.044642857142857144,0.2857142857142857,0.6607142857142857,0.6607142857142857,0.0,0.6607142857142857,112,0.112,253.6875,148.68414016308546,1.2307122921297833,0.696068825756338,1.2561525809132892,3.367501993584502,0.40933900492621283,0
169,3.2131147540983607,0.8580723750180256,3.0,0,5,244,5,1.1954835816875358,0.01639344262295082,0.0,0.14344262295081966,0.47540983606557374,0.3237704918032787,0.040983606557377046,0.05737704918032786,0.01639344262295082,0.040983606557377046,244,0.244,229.39344262295083,142.58186919045647,-0.19228548716402602,0.8020256085797242,0.6337943476627416,3.4054002412623867,0.31621849869481156,0
170,3.0,1.283124639222163,3.0,0,5,182,5,1.5302539581299017,0.07692307692307693,0.054945054945054944,0.10989010989010989,0.3901098901098901,0.2857142857142857,0.08241758241758242,0.15934065934065933,0.07692307692307693,0.08241758241758242,182,0.182,266.04945054945057,136.26020271891684,-0.1944523695552609,1.1437228485370383,0.8714991450852058,3.1944523695552607,0.462656753557874,0
171,3.0786516853932584,0.6779769220583531,3.0,2,5,89,3,0.9906890128364043,0.0,0.0,0.15730337078651685,0.6404494382022472,0.16853932584269662,0.033707865168539325,0.033707865168539325,0.0,0.033707865168539325,89,0.089,359.9550561797753,127.59407492943811,-0.5217894889812534,0.6439836861517371,0.7096499855999828,3.600441174374512,0.27424631356966334,0
172,3.415929203539823,0.9211168459291545,3.0,0,5,226,5,1.299682922297153,0.008849557522123894,0.017699115044247787,0.10619469026548672,0.37168141592920356,0.40707964601769914,0.08849557522123894,0.09734513274336283,0.008849557522123894,0.08849557522123894,226,0.226,200.03097345132744,123.82530316154362,0.12251343025274347,0.9714758981021884,0.7646294377092141,3.2934157732870792,0.3935471886263492,0
174,4.3983739837398375,0.8271998727523724,5.0,2,5,123,3,1.0221221864165182,0.0,0.0,0.024390243902439025,0.14634146341463414,0.23577235772357724,0.5934959349593496,0.5934959349593496,0.0,0.5934959349593496,123,0.123,283.4715447154472,153.06364931307795,0.8069197304646305,0.7716143295030327,1.0040458545709794,3.591454253275207,0.2806025225488808,0
175,3.8125,0.4798140462589043,4.0,2,5,80,3,0.6002723009014777,0.0,0.0,0.025,0.15,0.8125,0.0125,0.0125,0.0,0.0125,80,0.08,328.625,137.70913899238974,0.1926739021166885,0.5682045991291448,0.4794096049912742,3.619826097883311,0.26162171065940176,0
176,4.061728395061729,0.958529304481797,4.0,1,5,324,4,1.249174908947618,0.0,0.012345679012345678,0.07407407407407407,0.13271604938271606,0.4012345679012346,0.37962962962962965,0.37962962962962965,0.0,0.37962962962962965,324,0.324,239.03086419753086,127.03681350548963,0.6796992190197447,0.8390367573980909,0.9391830753819347,3.382029176041984,0.37464287476422764,0
177,2.517123287671233,1.6979008503038961,3.0,0,5,292,5,1.7884291139258377,0.1506849315068493,0.18835616438356165,0.1541095890410959,0.1780821917808219,0.15753424657534246,0.17123287671232876,0.32191780821917804,0.1506849315068493,0.17123287671232876,292,0.292,254.38013698630138,123.73592883719976,-0.904658902122739,1.7366553732623498,1.6353711953996204,3.421782189793972,0.32787967000194684,1
178,3.6198347107438016,0.9627555843231591,4.0,0,5,363,5,1.3011802595656405,0.011019283746556474,0.02203856749311295,0.07162534435261708,0.26721763085399447,0.48760330578512395,0.14049586776859505,0.15151515151515152,0.011019283746556474,0.14049586776859505,363,0.363,225.9366391184573,136.426670067844,0.2757317894568285,0.8632802410512052,0.7018990457879014,3.3441029212869733,0.4160501242330442,0
179,3.519125683060109,0.906881688096572,4.0,1,5,183,4,1.2857039159653978,0.0,0.0273224043715847,0.09289617486338798,0.3224043715846995,0.44808743169398907,0.1092896174863388,0.1092896174863388,0.0,0.1092896174863388,183,0.183,260.08743169398906,147.42386004815987,0.20704895451348446,0.6961995306283829,0.5795147197277698,3.3120767285466246,0.49261814233964674,0
180,4.0,1.2126781251816647,4.0,1,5,35,4,1.337788656992821,0.0,0.05714285714285714,0.08571428571428572,0.11428571428571428,0.2857142857142857,0.45714285714285713,0.45714285714285713,0.0,0.45714285714285713,35,0.035,333.85714285714283,145.9438132935256,0.5129412157293947,1.1700408218999268,1.1248452771400297,3.487058784270605,0.32557965359916374,0
181,4.363636363636363,0.6741998624632421,4.0,3,5,11,2,0.9347698978582792,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.0,0.45454545454545453,11,0.011,368.27272727272725,163.33774267393986,0.6952377688671042,0.49013704050441087,0.6967099808656321,3.6683985947692594,0.39222155441083584,0
182,3.064406779661017,0.9685115011423647,3.0,1,5,295,4,1.36617811059414,0.0,0.06779661016949153,0.17966101694915254,0.4271186440677966,0.2711864406779661,0.05423728813559322,0.05423728813559322,0.0,0.05423728813559322,295,0.295,204.86779661016948,134.6500609929334,-0.1858527823915012,0.8441059111885475,0.6702755679722575,3.250259562052518,0.40561286732844154,1
183,3.539568345323741,0.7030105629987934,4.0,1,5,417,4,1.0401674982491944,0.0,0.009592326139088728,0.047961630695443645,0.381294964028777,0.5155875299760192,0.045563549160671464,0.045563549160671464,0.0,0.045563549160671464,417,0.417,224.4412470023981,129.30270472206394,0.23331581579107563,0.6578517640412305,0.5858977569441411,3.3062525295326655,0.394914282354625,0
185,3.2526315789473683,0.6836762493211086,3.0,1,4,95,3,0.9752668408049916,0.0,0.021052631578947368,0.07368421052631578,0.5368421052631579,0.3684210526315789,0.0,0.0,0.0,0.0,95,0.095,248.73684210526315,148.49272569949778,-0.13324442406139259,0.5547964501933708,0.44469268242631577,3.385876003008761,0.38132898604555127,0
186,3.6231884057971016,1.1894320107088472,4.0,0,5,69,5,1.434166735210861,0.014492753623188406,0.07246376811594203,0.057971014492753624,0.2028985507246377,0.43478260869565216,0.21739130434782608,0.2318840579710145,0.014492753623188406,0.21739130434782608,69,0.069,298.05797101449275,156.92897269877625,0.1191395548063863,1.1557813309803373,0.9202335398600664,3.5040488509907153,0.293522030910327,0
187,3.4642857142857144,0.6340841698084227,3.0,2,5,420,3,0.9609210549876105,0.0,0.0,0.04285714285714286,0.48333333333333334,0.44047619047619047,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,420,0.42,207.66904761904763,130.17274182823854,0.22111608487870754,0.5620735389554934,0.4914760023887643,3.2431696294070065,0.44182143281638814,0
188,3.223684210526316,0.9879093644058153,3.0,1,5,76,4,1.3603437561875582,0.0,0.06578947368421052,0.11842105263157894,0.42105263157894735,0.3157894736842105,0.07894736842105263,0.07894736842105263,0.0,0.07894736842105263,76,0.076,354.75,137.1452879248865,-0.396302331105866,0.8963277120014795,0.7722320398592321,3.6199865416321817,0.25043519172732936,0
190,2.9047619047619047,0.6678062686380521,3.0,2,4,168,2,0.992071272398052,0.0,0.0,0.27380952380952384,0.5476190476190477,0.17857142857142858,0.0,0.0,0.0,0.0,168,0.168,274.26190476190476,151.8663231165782,-0.49246564966439443,0.6367031605196282,0.6486443903685276,3.397227554426299,0.41550473146392053,0
192,4.06,0.896908269804914,4.0,1,5,100,4,1.1320651081030644,0.0,0.01,0.0,0.31,0.28,0.4,0.4,0.0,0.4,100,0.1,287.35,149.93846380863363,0.5849176796954838,0.8236922687413185,0.8535795696191306,3.4750823203045162,0.39228201753462827,0
193,3.843137254901961,0.6744642027449004,4.0,3,5,51,2,0.9909521568146773,0.0,0.0,0.0,0.3137254901960784,0.5294117647058824,0.1568627450980392,0.1568627450980392,0.0,0.1568627450980392,51,0.051,266.6470588235294,146.5548120710353,0.5523166775495821,0.6506979429705033,0.7339970492652776,3.290820577352379,0.4525721378179338,0
194,3.888888888888889,0.6009252125773316,4.0,3,5,9,2,0.8486855577264172,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,9,0.009,323.1111111111111,190.7940279754875,0.31567390291752595,0.3898158085811781,0.43441028635979173,3.5732149859713633,0.40093199404323315,0
196,3.8190476190476192,0.7421803180601299,4.0,1,5,210,4,1.085068224237162,0.0,0.009523809523809525,0.023809523809523808,0.2523809523809524,0.5666666666666667,0.14761904761904762,0.14761904761904762,0.0,0.14761904761904762,210,0.21,230.36190476190475,138.6225555091091,0.6011485500846561,0.8000413303235049,0.8600153935842159,3.217899068962963,0.40983937661049785,0
197,3.9285714285714284,0.7775150266874196,4.0,2,5,42,3,1.1348757039547408,0.0,0.0,0.023809523809523808,0.2619047619047619,0.47619047619047616,0.23809523809523808,0.23809523809523808,0.0,0.23809523809523808,42,0.042,280.2142857142857,153.30291005054391,0.6378791968573191,0.8796870300718934,0.8748352146132715,3.290692231714109,0.45631180366526164,1
198,2.9506726457399104,0.8965836035319005,3.0,0,5,223,5,1.2564462192832968,0.008968609865470852,0.06726457399103139,0.16143497757847533,0.4977578475336323,0.2556053811659193,0.008968609865470852,0.017937219730941704,0.008968609865470852,0.008968609865470852,223,0.223,260.9596412556054,135.1470443223229,-0.35552394562610773,0.763615770006215,0.6500306504382145,3.3061965913660183,0.3984773275492934,0
